418	Ballpoint Pen	ballpoint, ballpoint pen, ballpen, Biro,	Item	Stationery		
419	Band-Aid	Band Aid,	Item	Health and Beauty		
420	Banjo	banjo,	Item	Music	String	
421	Baluster	bannister, banister, balustrade, balusters, handrail,	Item	Architecture		
422	Barbell	barbell,	Item	Sports		
423	Barber Chair	barber chair,	Item	Furniture		
424	Barbershop	barbershop,	Item	Architecture		
425	Barn	barn,	Item	Architecture		
426	Barometer	barometer,	Item	Vehicle	Landcraft	
427	Barrel	barrel, cask,	Item	Ornaments and Collectibles		
428	Wheelbarrow	barrow, garden cart, lawn cart, wheelbarrow,	Item	Home and Garden	Garden	
429	Baseball	baseball,	Item	Sports		
430	Basketball	basketball,	Item	Sports		
431	Bassinet	bassinet,	Item	Furniture		
432	Bassoon	bassoon,	Item	Music	Woodwind	
433	Swimming Cap	bathing cap, swimming cap,	Item	Clothing and Accessories	Sportswear	Swimwear
434	Bath Towel	bath towel,	Item	Home and Garden	Bathroom	
435	Bathtub	bathtub, bathing tub, bath, tub,	Item	Home and Garden	Bathroom	
436	Station Wagon	beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon,	Item	Vehicle	Landcraft	
437	Lighthouse	beacon, lighthouse, beacon light, pharos,	Item	Architecture		
438	Beaker	beaker,	Item	Equipment		
439	Military Cap	bearskin, busby, shako,	Item	Clothing and Accessories	Accessory	Headwear
440	Beer Bottle	beer bottle,	Item	Kitchen	Tableware	
441	Beer Glass	beer glass,	Item	Kitchen	Tableware	
442	Bell-cot	bell cote, bell cot,	Item	Architecture		
443	Bib	bib,	Item	Clothing and Accessories	Accessory	Neckwear
444	Tandem Bicycle	bicycle-built-for-two, tandem bicycle, tandem,	Item	Vehicle	Landcraft	
445	Bikini	bikini, two-piece,	Item	Clothing and Accessories	Sportswear	Swimwear
446	Ring Binder	binder, ring-binder,	Item	Stationery		
447	Binoculars	binoculars, field glasses, opera glasses,	Item	Equipment		
448	Birdhouse	birdhouse,	Item	Architecture		
449	Boathouse	boathouse,	Item	Architecture		
450	Bobsleigh	bobsled, bobsleigh, bob,	Item	Sports		
451	Bolo Tie	bolo tie, bolo, bola tie, bola,	Item	Clothing and Accessories	Accessory	Neckwear
452	Poke Bonnet	bonnet, poke bonnet,	Item	Clothing and Accessories	Accessory	Headwear
453	Bookcase	bookcase,	Item	Furniture		
454	Bookstore	bookshop, bookstore, bookstall,	Item	Architecture		
455	Bottle Cap	bottlecap,	Item	Ornaments and Collectibles		
456	Bow	bow,	Item	Clothing and Accessories	Accessory	Neckwear
457	Bow Tie	bow tie, bow-tie, bowtie,	Item	Clothing and Accessories	Accessory	Neckwear
458	Brass	brass, memorial tablet, plaque,	Item	Architecture		
459	Bra	brassiere, bra, bandeau,	Item	Clothing and Accessories	Underwear	
460	Breakwater	breakwater, groin, groyne, mole, bulwark, seawall, jetty,	Item	Architecture		
461	Breastplate	breastplate, aegis, egis,	Item	Clothing and Accessories	Religious and Traditional	
462	Broom	broom,	Item	Home and Garden	Miscellaneous	
463	Bucket	bucket, pail,	Item	Home and Garden	Miscellaneous	
464	Buckle	buckle,	Item	Clothing and Accessories	Accessory	Belt
465	Bulletproof Vest	bulletproof vest,	Item	Clothing and Accessories	Outerwear	Miscellaneous
466	High-speed Train	bullet train, bullet,	Item	Vehicle	Landcraft	
467	Butcher Shop	butcher shop, meat market,	Item	Architecture		
468	Taxicab	cab, hack, taxi, taxicab,	Item	Vehicle	Landcraft	
469	Cauldron	caldron, cauldron,	Item	Kitchen	Cookware	
470	Candle	candle, taper, wax light,	Item	Ornaments and Collectibles		
471	Cannon	cannon,	Item	Architecture		
472	Canoe	canoe,	Item	Vehicle	Watercraft	
473	Can Opener	can opener, tin opener,	Item	Kitchen	Utensil	
474	Cardigan	cardigan,	Item	Clothing and Accessories	Outerwear	Sweater
475	Car Mirror	car mirror,	Item	Vehicle	Landcraft	
476	Carousel	carousel, carrousel, merry-go-round, roundabout, whirligig,	Item	Architecture		
477	Tool Kit	carpenter's kit, tool kit,	Item	Home and Garden	Miscellaneous	
478	Carton	carton,	Item	Miscellaneous		
479	Car Wheel	car wheel,	Item	Vehicle	Landcraft	
480	Automated Teller Machine	cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM,	Item	Device	Electronics	
481	Cassette	cassette,	Item	Device	Electronics	
482	Cassette Player	cassette player,	Item	Device	Electronics	
483	Castle	castle,	Item	Architecture		
484	Catamaran	catamaran,	Item	Vehicle	Watercraft	
485	CD Player	CD player,	Item	Device	Electronics	
486	Cello	cello, violoncello,	Item	Music	String	
487	Mobile Phone	cellular telephone, cellular phone, cellphone, cell, mobile phone,	Item	Device	Electronics	
488	Chain	chain,	Item	Clothing and Accessories	Accessory	Miscellaneous
489	Chain-link Fence	chainlink fence,	Item	Architecture		
490	Chain Mail	chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour,	Item	Clothing and Accessories	Religious and Traditional	
491	Chainsaw	chain saw, chainsaw,	Item	Home and Garden	Miscellaneous	
492	Chest	chest,	Item	Furniture		
493	Chiffonier	chiffonier, commode,	Item	Furniture		
494	Chime	chime, bell, gong,	Item	Music	Percussion	
495	China Cabinet	china cabinet, china closet,	Item	Furniture		
496	Christmas Stocking	Christmas stocking,	Item	Ornaments and Collectibles		
497	Church	church, church building,	Item	Architecture		
498	Movie Theater	cinema, movie theater, movie theatre, movie house, picture palace,	Item	Architecture		
499	Cleaver	cleaver, meat cleaver, chopper,	Item	Kitchen	Utensil	
500	Cliff Dwelling	cliff dwelling,	Item	Architecture		
501	Cloak	cloak,	Item	Clothing and Accessories	Outerwear	Miscellaneous
502	Clogs	clog, geta, patten, sabot,	Item	Clothing and Accessories	Footwear	
503	Cocktail Shaker	cocktail shaker,	Item	Kitchen	Utensil	
504	Coffee Mug	coffee mug,	Item	Kitchen	Tableware	
505	Coffeemaker	coffeepot,	Item	Kitchen	Appliance	
506	Coil	coil, spiral, volute, whorl, helix,	Item	Miscellaneous		
507	Combination Lock	combination lock,	Item	Home and Garden	Miscellaneous	
508	Computer Keyboard	computer keyboard, keypad,	Item	Device	Electronics	
509	Confectionery Store	confectionery, confectionary, candy store,	Item	Architecture		
510	Container Ship	container ship, containership, container vessel,	Item	Vehicle	Watercraft	
511	Convertible	convertible,	Item	Vehicle	Landcraft	
512	Corkscrew	corkscrew, bottle screw,	Item	Kitchen	Utensil	
513	Cornet	cornet, horn, trumpet, trump,	Item	Music	Brass	
514	Cowboy Boot	cowboy boot,	Item	Clothing and Accessories	Footwear	
515	Cowboy Hat	cowboy hat, ten-gallon hat,	Item	Clothing and Accessories	Accessory	Miscellaneous
516	Cradle	cradle,	Item	Furniture		
517	Crane	crane,	Item	Vehicle	Landcraft	
518	Crash Helmet	crash helmet,	Item	Clothing and Accessories	Sportswear	Miscellaneous
519	Crate	crate,	Item	Ornaments and Collectibles		
520	Infant Bed	crib, cot,	Item	Furniture		
521	Crock Pot	Crock Pot,	Item	Appliance		
522	Croquet Ball	croquet ball,	Item	Sports		
523	Crutch	crutch,	Item	Equipment		
524	Cuirass	cuirass,	Item	Clothing and Accessories	Religious and Traditional	
525	Dam	dam, dike, dyke,	Item	Architecture		
526	Desk	desk,	Item	Furniture		
527	Desktop Computer	desktop computer,	Item	Device	Electronics	
528	Rotary Dial Telephone	dial telephone, dial phone,	Item	Device	Electronics	
529	Diaper	diaper, nappy, napkin,	Item	Clothing and Accessories	Underwear	
530	Digital Clock	digital clock,	Item	Device	Electronics	
531	Digital Watch	digital watch,	Item	Device	Electronics	
532	Dining Table	dining table, board,	Item	Furniture		
533	Dishcloth	dishrag, dishcloth,	Item	Kitchen	Utensil	
534	Dishwasher	dishwasher, dish washer, dishwashing machine,	Item	Appliances		
535	Disc Brake	disk brake, disc brake,	Item	Vehicle	Landcraft	
536	Dock	dock, dockage, docking facility,	Item	Architecture		
537	Dog Sled	dogsled, dog sled, dog sleigh,	Item	Vehicle	Landcraft	
538	Dome	dome,	Item	Architecture		
539	Doormat	doormat, welcome mat,	Item	Home and Garden	Miscellaneous	
540	Drilling Rig	drilling platform, offshore rig,	Item	Architecture		
541	Drum	drum, membranophone, tympan,	Item	Music	Percussion	
542	Drumstick	drumstick,	Item	Music	Percussion	
543	Dumbbell	dumbbell,	Item	Sports		
544	Dutch Oven	Dutch oven,	Item	Appliances		
545	Electric Fan	electric fan, blower,	Item	Home and Garden	Miscellaneous	
546	Electric Guitar	electric guitar,	Item	Music	String	
547	Electric Locomotive	electric locomotive,	Item	Vehicle	Landcraft	
548	Entertainment Center	entertainment center,	Item	Device	Electronics	
549	Envelope	envelope,	Item	Stationery		
550	Espresso Machine	espresso maker,	Item	Appliances		
551	Face Powder	face powder,	Item	Health and Beauty		
552	Feather Boa	feather boa, boa,	Item	Clothing and Accessories	Accessory	Neckwear
553	Filing Cabinet	file, file cabinet, filing cabinet,	Item	Stationery		
554	Fireboat	fireboat,	Item	Vehicle	Watercraft	
555	Fire Engine	fire engine, fire truck,	Item	Vehicle	Landcraft	
556	Fire Screen Sheet	fire screen, fireguard,	Item	Home and Garden	Miscellaneous	
557	Flagpole	flagpole, flagstaff,	Item	Architecture		
558	Flute	flute, transverse flute,	Item	Music	Flute	
559	Folding Chair	folding chair,	Item	Furniture		
560	Football Helmet	football helmet,	Item	Clothing and Accessories	Sportswear	Miscellaneous
561	Forklift	forklift,	Item	Vehicle	Landcraft	
562	Fountain	fountain,	Item	Architecture		
563	Fountain Pen	fountain pen,	Item	Stationery		
564	Four-poster Bed	four-poster,	Item	Furniture		
565	Freight Car	freight car,	Item	Vehicle	Landcraft	
566	French Horn	French horn, horn,	Item	Music	Brass	
567	Frying Pan	frying pan, frypan, skillet,	Item	Kitchen	Cookware	
568	Fur Coat	fur coat,	Item	Clothing and Accessories	Religious and Traditional	
569	Garbage Truck	garbage truck, dustcart,	Item	Vehicle	Landcraft	
570	Gas Mask	gasmask, respirator, gas helmet,	Item	Clothing and Accessories	Accessory	Headwear
571	Gas Pump	gas pump, gasoline pump, petrol pump, island dispenser,	Item	Architecture		
572	Goblet	goblet,	Item	Kitchen	Tableware	
573	Go-kart	go-kart,	Item	Vehicle	Landcraft	
574	Golf Ball	golf ball,	Item	Sports		
575	Golf Cart	golfcart, golf cart,	Item	Vehicle	Landcraft	
576	Gondola	gondola,	Item	Vehicle	Watercraft	
577	Gong	gong, tam-tam,	Item	Music	Percussion	
578	Gown	gown,	Item	Clothing and Accessories	Dress	
579	Grand Piano	grand piano, grand,	Item	Music	Keyboard	
580	Greenhouse	greenhouse, nursery, glasshouse,	Item	Architecture		
581	Grille	grille, radiator grille,	Item	Vehicle	Landcraft	
582	Grocery Store	grocery store, grocery, food market, market,	Item	Architecture		
583	Guillotine	guillotine,	Item	Stationery		
584	Barrette	hair slide,	Item	Health and Beauty		
585	Hair Spray	hair spray,	Item	Health and Beauty		
586	Half-track	half track,	Item	Vehicle	Landcraft	
587	Hammer	hammer,	Item	Home and Garden	Miscellaneous	
588	Hamper	hamper,	Item	Home and Garden	Miscellaneous	
589	Hair Dryer	hand blower, blow dryer, blow drier, hair dryer, hair drier,	Item	Home and Garden	Miscellaneous	
590	Hand-held Computer	hand-held computer, hand-held microcomputer,	Item	Device	Electronics	
591	Handkerchief	handkerchief, hankie, hanky, hankey,	Item	Clothing and Accessories	Accessory	Miscellaneous
592	Hard Disk Drive	hard disc, hard disk, fixed disk,	Item	Device	Electronics	
593	Harmonica	harmonica, mouth organ, harp, mouth harp,	Item	Music	Woodwind	
594	Harp	harp,	Item	Music	String	
595	Harvester	harvester, reaper,	Item	Vehicle	Landcraft	
596	Hatchet	hatchet,	Item	Home and Garden	Miscellaneous	
597	Holster	holster,	Item	Sports		
598	Home Theater	home theater, home theatre,	Item	Architecture		
599	Honeycomb	honeycomb,	Nature	Miscellaneous		
600	Hook	hook, claw,	Item	Home and Garden	Miscellaneous	
601	Hoop Skirt	hoopskirt, crinoline,	Item	Clothing and Accessories	Skirt	
602	Horizontal Bar	horizontal bar, high bar,	Item	Sports		
603	Horse-drawn Vehicle	horse cart, horse-cart,	Item	Vehicle	Landcraft	
604	Hourglass	hourglass,	Item	Ornaments and Collectibles		
605	IPod	iPod,	Item	Device	Electronics	
606	Clothes Iron	iron, smoothing iron,	Item	Appliances		
607	Jack-o'-lantern	jack-o'-lantern,	Item	Ornaments and Collectibles		
608	Jeans	jean, blue jean, denim,	Item	Clothing and Accessories	Pants	
609	Jeep	jeep, landrover,	Item	Vehicle	Landcraft	
610	T-shirt	jersey, T-shirt, tee shirt,	Item	Clothing and Accessories	Outerwear	Sweater
611	Jigsaw Puzzle	jigsaw puzzle,	Item	Toys and Hobbies		
612	Pulled Rickshaw	jinrikisha, ricksha, rickshaw,	Item	Vehicle	Landcraft	
613	Joystick	joystick,	Item	Device	Electronics	
614	Kimono	kimono,	Item	Clothing and Accessories	Religious and Traditional	
615	Knee Pad	knee pad,	Item	Clothing and Accessories	Sportswear	Miscellaneous
616	Knot	knot,	Item	Miscellaneous		
617	Lab Coat	lab coat, laboratory coat,	Item	Clothing and Accessories	Outerwear	Miscellaneous
618	Ladle	ladle,	Item	Kitchen	Utensil	
619	Lampshade	lampshade, lamp shade,	Item	Home and Garden	Miscellaneous	
620	Laptop Computer	laptop, laptop computer,	Item	Device	Electronics	
621	Lawn Mower	lawn mower, mower,	Item	Home and Garden	Miscellaneous	
622	Lens Cap	lens cap, lens cover,	Item	Device	Electronics	
623	Paper Knife	letter opener, paper knife, paperknife,	Item	Stationery		
624	Library	library,	Item	Architecture		
625	Lifeboat	lifeboat,	Item	Vehicle	Watercraft	
626	Lighter	lighter, light, igniter, ignitor,	Item	Ornaments and Collectibles		
627	Limousine	limousine, limo,	Item	Vehicle	Landcraft	
628	Ocean Liner	liner, ocean liner,	Item	Vehicle	Watercraft	
629	Lipstick	lipstick, lip rouge,	Item	Health and Beauty		
630	Slip-on Shoe	Loafer,	Item	Clothing and Accessories	Footwear	
631	Lotion	lotion,	Item	Health and Beauty		
632	Speaker	loudspeaker, speaker, speaker unit, loudspeaker system, speaker system,	Item	Device	Electronics	
633	Loupe	loupe, jeweler's loupe,	Item	Equipment		
634	Sawmill	lumbermill, sawmill,	Item	Architecture		
635	Magnetic Compass	magnetic compass,	Item	Equipment		
636	Mail Bag	mailbag, postbag,	Item	Clothing and Accessories	Accessory	Bag
637	Mailbox	mailbox, letter box,	Item	Architecture		
638	Tights	maillot,	Item	Clothing and Accessories	Underwear	
639	Tank Suit	maillot, tank suit,	Item	Clothing and Accessories	Sportswear	Swimwear
640	Manhole Cover	manhole cover,	Item	Architecture		
641	Maraca	maraca,	Item	Music	Percussion	
642	Marimba	marimba, xylophone,	Item	Music	Percussion	
643	Mask	mask,	Item	Clothing and Accessories	Accessory	Headwear
644	Match	matchstick,	Item	Equipment		
645	Maypole	maypole,	Item	Architecture		
646	Maze	maze, labyrinth,	Item	Architecture		
647	Measuring Cup	measuring cup,	Item	Kitchen	Utensil	
648	Medicine Chest	medicine chest, medicine cabinet,	Item	Home and Garden	Miscellaneous	
649	Megalith	megalith, megalithic structure,	Item	Architecture		
650	Microphone	microphone, mike,	Item	Music	Miscellaneous	
651	Microwave Oven	microwave, microwave oven,	Item	Appliances		
652	Military Uniform	military uniform,	Item	Clothing and Accessories	Outfit	
653	Milk Can	milk can,	Item	Ornaments and Collectibles		
654	Minibus	minibus,	Item	Vehicle	Landcraft	
655	Miniskirt	miniskirt, mini,	Item	Clothing and Accessories	Skirt	
656	Minivan	minivan,	Item	Vehicle	Landcraft	
657	Missile	missile,	Item	Vehicle	Aircraft	
658	Mitten	mitten,	Item	Clothing and Accessories	Accessory	Miscellaneous
659	Mixing Bowl	mixing bowl,	Item	Kitchen	Cookware	
660	Mobile Home	mobile home, manufactured home,	Item	Architecture		
661	Model T	Model T,	Item	Vehicle	Landcraft	
662	Modem	modem,	Item	Device	Electronics	
663	Monastery	monastery,	Item	Architecture		
664	Monitor	monitor,	Item	Device	Electronics	
665	Moped	moped,	Item	Vehicle	Landcraft	
666	Mortar	mortar,	Item	Kitchen	Cookware	
667	Square Academic Cap	mortarboard,	Item	Clothing and Accessories	Uniform	
668	Mosque	mosque,	Item	Architecture		
669	Mosquito Net	mosquito net,	Item	Home and Garden	Miscellaneous	
670	Scooter	motor scooter, scooter,	Item	Vehicle	Landcraft	
671	Mountain Bike	mountain bike, all-terrain bike, off-roader,	Item	Vehicle	Landcraft	
672	Tent	mountain tent,	Item	Architecture		
673	Computer Mouse	mouse, computer mouse,	Item	Device	Electronics	
674	Mousetrap	mousetrap,	Item	Equipment		
675	Moving Van	moving van,	Item	Vehicle	Landcraft	
676	Muzzle	muzzle,	Item	Equipment		
677	Nail	nail,	Item	Equipment		
678	Neck Brace	neck brace,	Item	Clothing and Accessories	Accessory	Neckwear
679	Necklace	necklace,	Item	Clothing and Accessories	Accessory	Neckwear
680	Nipple	nipple,	Item	Health and Beauty		
681	Notebook Computer	notebook, notebook computer,	Item	Device	Electronics	
682	Obelisk	obelisk,	Item	Architecture		
683	Oboe	oboe, hautboy, hautbois,	Item	Music	Woodwind	
684	Ocarina	ocarina, sweet potato,	Item	Music	Woodwind	
685	Odometer	odometer, hodometer, mileometer, milometer,	Item	Vehicle		
686	Oil Filter	oil filter,	Item	Vehicle	Landcraft	
687	Organ	organ, pipe organ,	Item	Music	Keyboard	
688	Oscilloscope	oscilloscope, scope, cathode-ray oscilloscope, CRO,	Item	Equipment		
689	Overskirt	overskirt,	Item	Clothing and Accessories	Skirt	
690	Bullock Cart	oxcart,	Item	Vehicle	Landcraft	
691	Oxygen Mask	oxygen mask,	Item	Clothing and Accessories	Accessory	Miscellaneous
692	Packet	packet,	Item	Miscellaneous		
693	Paddle	paddle, boat paddle,	Item	Vehicle	Watercraft	
694	Paddle Wheel	paddlewheel, paddle wheel,	Item	Architecture		
695	Padlock	padlock,	Item	Equipment		
696	Paintbrush	paintbrush,	Item	Stationery		
697	Pajamas	pajama, pyjama, pj's, jammies,	Item	Clothing and Accessories	Outfit	
698	Palace	palace,	Item	Architecture		
699	Pan Flute	panpipe, pandean pipe, syrinx,	Item	Music	Woodwind	
700	Paper Towel	paper towel,	Item	Kitchen	Utensil	
701	Parachute	parachute, chute,	Item	Vehicle	Aircraft	
702	Parallel Bars	parallel bars, bars,	Item	Equipment		
703	Park Bench	park bench,	Item	Architecture		
704	Parking Meter	parking meter,	Item	Architecture		
705	Passenger Car	passenger car, coach, carriage,	Item	Vehicle	Landcraft	
706	Patio	patio, terrace,	Item	Architecture		
707	Payphone	pay-phone, pay-station,	Item	Architecture		
708	Pedestal	pedestal, plinth, footstall,	Item	Architecture		
709	Pencil Case	pencil box, pencil case,	Item	Stationery		
710	Pencil Sharpener	pencil sharpener,	Item	Stationery		
711	Perfume	perfume, essence,	Item	Health and Beauty		
712	Petri Dish	Petri dish,	Item	Equipment		
713	Photocopier	photocopier,	Item	Appliance		
714	Plectrum	pick, plectrum, plectron,	Item	Music	String	
715	Pickelhaube	pickelhaube,	Item	Clothing and Accessories	Accessory	Headwear
716	Picket Fence	picket fence, paling,	Item	Architecture		
717	Pickup Truck	pickup, pickup truck,	Item	Vehicle	Landcraft	
718	Pier	pier,	Item	Architecture		
719	Piggy Bank	piggy bank, penny bank,	Item	Ornaments and Collectibles		
720	Pill Bottle	pill bottle,	Item	Health and Beauty		
721	Pillow	pillow,	Item	Home and Garden	Miscellaneous	
722	Ping-pong Ball	ping-pong ball,	Item	Sports		
723	Pinwheel	pinwheel,	Item	Ornaments and Collectibles		
724	Pirate Ship	pirate, pirate ship,	Item	Vehicle	Watercraft	
725	Pitcher	pitcher, ewer,	Item	Kitchen	Tableware	
726	Hand Plane	plane, carpenter's plane, woodworking plane,	Item	Equipment		
727	Planetarium	planetarium,	Item	Architecture		
728	Plastic Bag	plastic bag,	Item	Equipment		
729	Plate Rack	plate rack,	Item	Kitchen	Tableware	
730	Plow	plow, plough,	Item	Vehicle	Landcraft	
731	Plunger	plunger, plumber's helper,	Item	Equipment		
732	Polaroid Camera	Polaroid camera, Polaroid Land camera,	Item	Device	Electronics	
733	Pole	pole,	Item	Architecture		
734	Police Van	police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria,	Item	Vehicle	Landcraft	
735	Poncho	poncho,	Item	Clothing and Accessories	Outerwear	Miscellaneous
736	Billiard Table	pool table, billiard table, snooker table,	Item	Sports		
737	Soda Bottle	pop bottle, soda bottle,	Item	Kitchen	Tableware	
738	Pot	pot, flowerpot,	Item	Home and Garden	Miscellaneous	
739	Potter's Wheel	potter's wheel,	Item	Equipment		
740	Power Drill	power drill,	Item	Equipment		
741	Prayer Rug	prayer rug, prayer mat,	Item	Home and Garden	Miscellaneous	
742	Printer	printer,	Item	Appliance		
743	Prison	prison, prison house,	Item	Architecture		
744	Projectile	projectile, missile,	Item	Vehicle	Aircraft	
745	Projector	projector,	Item	Device	Electronics	
746	Hockey Puck	puck, hockey puck,	Item	Sports		
747	Punching Bag	punching bag, punch bag, punching ball, punchball,	Item	Sports		
748	Purse	purse,	Item	Clothing and Accessories	Accessory	Bag
749	Quill	quill, quill pen,	Item	Stationery		
750	Quilt	quilt, comforter, comfort, puff,	Item	Home and Garden	Miscellaneous	
751	Race Car	racer, race car, racing car,	Item	Sports		
752	Racket	racket, racquet,	Item	Sports		
753	Radiator	radiator,	Item	Appliance		
754	Radio	radio, wireless,	Item	Device	Electronics	
755	Radio Telescope	radio telescope, radio reflector,	Item	Architecture		
756	Rain Barrel	rain barrel,	Item	Ornaments and Collectibles		
757	Recreational Vehicle	recreational vehicle, RV, R.V.,	Item	Vehicle	Landcraft	
758	Reel	reel,	Item	Sports		
759	Reflex Camera	reflex camera,	Item	Device	Electronics	
760	Refrigerator	refrigerator, icebox,	Item	Appliance		
761	Remote Control	remote control, remote,	Item	Device	Electronics	
762	Restaurant	restaurant, eating house, eating place, eatery,	Item	Architecture		
763	Revolver	revolver, six-gun, six-shooter,	Item	Sports		
764	Rifle	rifle,	Item	Sports		
765	Rocking Chair	rocking chair, rocker,	Item	Furniture		
766	Rotisserie	rotisserie,	Item	Appliance		
767	Eraser	rubber eraser, rubber, pencil eraser,	Item	Stationery		
768	Rugby Ball	rugby ball,	Item	Sports		
769	Ruler	rule, ruler,	Item	Stationery		
770	Running Shoe	running shoe,	Item	Clothing and Accessories	Footwear	
771	Safe	safe,	Item	Home and Garden	Miscellaneous	
772	Safety Pin	safety pin,	Item	Stationery		
773	Salt Shaker	saltshaker, salt shaker,	Item	Kitchen	Tableware	
774	Sandal	sandal,	Item	Clothing and Accessories	Footwear	
775	Sarong	sarong,	Item	Clothing and Accessories	Outerwear	Miscellaneous
776	Saxophone	sax, saxophone,	Item	Music	Woodwind	
777	Scabbard	scabbard,	Item	Ornaments and Collectibles		
778	Weighing Scale	scale, weighing machine,	Item	Appliance		
779	School Bus	school bus,	Item	Vehicle	Landcraft	
780	Schooner	schooner,	Item	Vehicle	Watercraft	
781	Scoreboard	scoreboard,	Item	Sports		
782	CRT Screen	screen, CRT screen,	Item	Device	Electronics	
783	Screw	screw,	Item	Equipment		
784	Screwdriver	screwdriver,	Item	Equipment		
785	Seat Belt	seat belt, seatbelt,	Item	Vehicle	Landcraft	
786	Sewing Machine	sewing machine,	Item	Appliances		
787	Shield	shield, buckler,	Item	Ornaments and Collectibles		
788	Shoe Store	shoe shop, shoe-shop, shoe store,	Item	Architecture		
789	Shoji	shoji,	Item	Architecture		
790	Shopping Basket	shopping basket,	Item	Equipment		
791	Shopping Cart	shopping cart,	Item	Equipment		
792	Shovel	shovel,	Item	Equipment		
793	Shower Cap	shower cap,	Item	Health and Beauty		
794	Shower Curtain	shower curtain,	Item	Home and Garden	Miscellaneous	
795	Ski	ski,	Item	Sports		
796	Ski Mask	ski mask,	Item	Clothing and Accessories	Sportswear	Miscellaneous
797	Sleeping Bag	sleeping bag,	Item	Equipment		
798	Slide Rule	slide rule, slipstick,	Item	Equipment		
799	Sliding Door	sliding door,	Item	Architecture		
800	Slot Machine	slot, one-armed bandit,	Item	Miscellaneous		
801	Snorkel	snorkel,	Item	Clothing and Accessories	Sportswear	Miscellaneous
802	Snowmobile	snowmobile,	Item	Vehicle	Landcraft	
803	Snowplow	snowplow, snowplough,	Item	Vehicle	Landcraft	
804	Soap Dispenser	soap dispenser,	Item	Home and Garden	Miscellaneous	
805	Soccer Ball	soccer ball,	Item	Sports		
806	Sock	sock,	Item	Clothing and Accessories	Footwear	
807	Solar Thermal Collector	solar dish, solar collector, solar furnace,	Item	Architecture		
808	Sombrero	sombrero,	Item	Clothing and Accessories	Accessory	Headwear
809	Soup Bowl	soup bowl,	Food	Cooked		
810	Space Bar	space bar,	Item	Device	Electronics	
811	Space Heater	space heater,	Item	Appliance		
812	Space Shuttle	space shuttle,	Item	Vehicle	Spacecraft	
813	Spatula	spatula,	Item	Kitchen	Utensil	
814	Motorboat	speedboat,	Item	Vehicle	Watercraft	
815	Spider Web	spider web, spider's web,	Item	Nature		
816	Spindle	spindle,	Item	Equipment		
817	Sports Car	sports car, sport car,	Item	Vehicle	Landcraft	
818	Spotlight	spotlight, spot,	Item	Architecture		
819	Stage	stage,	Item	Architecture		
820	Steam Locomotive	steam locomotive,	Item	Vehicle	Landcraft	
821	Through Arch Bridge	steel arch bridge,	Item	Architecture		
822	Steel Drum	steel drum,	Item	Music	Percussion	
823	Stethoscope	stethoscope,	Item	Equipment		
824	Scarf	stole,	Item	Clothing and Accessories	Accessory	Neckwear
825	Stone Wall	stone wall,	Item	Architecture		
826	Stopwatch	stopwatch, stop watch,	Item	Equipment		
827	Stove	stove,	Item	Appliance		
828	Strainer	strainer,	Item	Kitchen	Cookware	
829	Tram	streetcar, tram, tramcar, trolley, trolley car,	Item	Vehicle	Landcraft	
830	Stretcher	stretcher,	Item	Equipment		
831	Couch	studio couch, day bed,	Item	Furniture		
832	Stupa	stupa, tope,	Item	Architecture		
833	Submarine	submarine, pigboat, sub, U-boat,	Item	Vehicle	Watercraft	
834	Suit	suit, suit of clothes,	Item	Clothing and Accessories	Outfit	
835	Sundial	sundial,	Item	Architecture		
836	Sunglass	sunglass,	Item	Clothing and Accessories	Accessory	Miscellaneous
837	Sunglasses	sunglasses, dark glasses, shades,	Item	Clothing and Accessories	Accessory	Miscellaneous
838	Sunscreen	sunscreen, sunblock, sun blocker,	Item	Health and Beauty		
839	Suspension Bridge	suspension bridge,	Item	Architecture		
840	Mop	swab, swob, mop,	Item	Equipment		
841	Sweatshirt	sweatshirt,	Item	Clothing and Accessories	Outerwear	Sweater
842	Swimsuit	swimming trunks, bathing trunks,	Item	Clothing and Accessories	Sportswear	Swimwear
843	Swing	swing,	Item	Architecture		
844	Switch	switch, electric switch, electrical switch,	Item	Device	Electronics	
845	Syringe	syringe,	Item	Equipment		
846	Table Lamp	table lamp,	Item	Furniture		
847	Tank	tank, army tank, armored combat vehicle, armoured combat vehicle,	Item	Vehicle	Landcraft	
848	Tape Player	tape player,	Item	Device	Electronics	
849	Teapot	teapot,	Item	Kitchen	Tableware	
850	Teddy Bear	teddy, teddy bear,	Item	Ornaments and Collectibles		
851	Television	television, television system,	Item	Appliance		
852	Tennis Ball	tennis ball,	Item	Sports		
853	Thatched Roof	thatch, thatched roof,	Item	Architecture		
854	Front Curtain	theater curtain, theatre curtain,	Item	Architecture		
855	Thimble	thimble,	Item	Equipment		
856	Threshing Machine	thresher, thrasher, threshing machine,	Item	Vehicle	Landcraft	
857	Throne	throne,	Item	Furniture		
858	Tile Roof	tile roof,	Item	Architecture		
859	Toaster	toaster,	Item	Appliance		
860	Tobacco Shop	tobacco shop, tobacconist shop, tobacconist,	Item	Architecture		
861	Toilet Seat	toilet seat,	Item	Furniture		
